timestamp,open,high,low,close,volume
2025-09-05 10:30:00,1.26523,1.26548,1.26501,1.26534,187
2025-09-05 10:31:00,1.26534,1.26562,1.26518,1.26551,164
2025-09-05 10:32:00,1.26551,1.26578,1.26535,1.26567,192
2025-09-05 10:33:00,1.26567,1.26584,1.26549,1.26573,155
2025-09-05 10:34:00,1.26573,1.26599,1.26557,1.26589,176
2025-09-05 10:35:00,1.26589,1.26615,1.26571,1.26598,183
2025-09-05 10:36:00,1.26598,1.26621,1.26582,1.26604,169
2025-09-05 10:37:00,1.26604,1.26627,1.26588,1.26612,158
2025-09-05 10:38:00,1.26612,1.26635,1.26596,1.26620,174
2025-09-05 10:39:00,1.26620,1.26643,1.26604,1.26628,189
2025-09-05 10:40:00,1.26628,1.26651,1.26612,1.26636,165
2025-09-05 10:41:00,1.26636,1.26659,1.26620,1.26644,178
2025-09-05 10:42:00,1.26644,1.26667,1.26628,1.26652,182
2025-09-05 10:43:00,1.26652,1.26675,1.26636,1.26660,171
2025-09-05 10:44:00,1.26660,1.26683,1.26644,1.26668,186
2025-09-05 10:45:00,1.26668,1.26691,1.26652,1.26676,173
2025-09-05 10:46:00,1.26676,1.26699,1.26660,1.26684,167
2025-09-05 10:47:00,1.26684,1.26707,1.26668,1.26692,194
2025-09-05 10:48:00,1.26692,1.26715,1.26676,1.26700,179
2025-09-05 10:49:00,1.26700,1.26723,1.26684,1.26708,162
2025-09-05 10:50:00,1.26708,1.26731,1.26692,1.26716,188
2025-09-05 10:51:00,1.26716,1.26739,1.26700,1.26724,196
2025-09-05 10:52:00,1.26724,1.26747,1.26708,1.26732,184
2025-09-05 10:53:00,1.26732,1.26755,1.26716,1.26740,177
2025-09-05 10:54:00,1.26740,1.26763,1.26724,1.26748,191
2025-09-05 10:55:00,1.26748,1.26771,1.26732,1.26756,168
2025-09-05 10:56:00,1.26756,1.26779,1.26740,1.26764,185
2025-09-05 10:57:00,1.26764,1.26787,1.26748,1.26772,160
2025-09-05 10:58:00,1.26772,1.26795,1.26756,1.26780,174
2025-09-05 10:59:00,1.26780,1.26803,1.26764,1.26788,181
2025-09-05 11:00:00,1.26788,1.26811,1.26772,1.26796,172
2025-09-05 11:01:00,1.26796,1.26819,1.26780,1.26804,189
2025-09-05 11:02:00,1.26804,1.26827,1.26788,1.26812,166
2025-09-05 11:03:00,1.26812,1.26835,1.26796,1.26820,183
2025-09-05 11:04:00,1.26820,1.26843,1.26804,1.26828,198
2025-09-05 11:05:00,1.26828,1.26851,1.26812,1.26836,175
2025-09-05 11:06:00,1.26836,1.26859,1.26820,1.26844,192
2025-09-05 11:07:00,1.26844,1.26867,1.26828,1.26852,158
2025-09-05 11:08:00,1.26852,1.26875,1.26836,1.26860,187
2025-09-05 11:09:00,1.26860,1.26883,1.26844,1.26868,194
2025-09-05 11:10:00,1.26868,1.26891,1.26852,1.26876,180
2025-09-05 11:11:00,1.26876,1.26899,1.26860,1.26884,173
2025-09-05 11:12:00,1.26884,1.26907,1.26868,1.26892,186
2025-09-05 11:13:00,1.26892,1.26915,1.26876,1.26900,201
2025-09-05 11:14:00,1.26900,1.26923,1.26884,1.26908,165
2025-09-05 11:15:00,1.26908,1.26931,1.26892,1.26916,191
2025-09-05 11:16:00,1.26916,1.26939,1.26900,1.26924,177
2025-09-05 11:17:00,1.26924,1.26947,1.26908,1.26932,164
2025-09-05 11:18:00,1.26932,1.26955,1.26916,1.26940,188
2025-09-05 11:19:00,1.26940,1.26963,1.26924,1.26948,172
2025-09-05 11:20:00,1.26948,1.26971,1.26932,1.26956,195
2025-09-05 11:21:00,1.26956,1.26979,1.26940,1.26964,179
2025-09-05 11:22:00,1.26964,1.26987,1.26948,1.26972,167
2025-09-05 11:23:00,1.26972,1.26995,1.26956,1.26980,184
2025-09-05 11:24:00,1.26980,1.27003,1.26964,1.26988,161
2025-09-05 11:25:00,1.26988,1.27011,1.26972,1.26996,193
2025-09-05 11:26:00,1.26996,1.27019,1.26980,1.27004,176
2025-09-05 11:27:00,1.27004,1.27027,1.26988,1.27012,182
2025-09-05 11:28:00,1.27012,1.27035,1.26996,1.27020,189
2025-09-05 11:29:00,1.27020,1.27043,1.27004,1.27028,154
2025-09-05 11:30:00,1.27028,1.27051,1.27012,1.27036,197
2025-09-05 11:31:00,1.27036,1.27059,1.27020,1.27044,171
2025-09-05 11:32:00,1.27044,1.27067,1.27028,1.27052,186
2025-09-05 11:33:00,1.27052,1.27075,1.27036,1.27060,163
2025-09-05 11:34:00,1.27060,1.27083,1.27044,1.27068,178
2025-09-05 11:35:00,1.27068,1.27091,1.27052,1.27076,192
2025-09-05 11:36:00,1.27076,1.27099,1.27060,1.27084,169
2025-09-05 11:37:00,1.27084,1.27107,1.27068,1.27092,155
2025-09-05 11:38:00,1.27092,1.27115,1.27076,1.27100,199
2025-09-05 11:39:00,1.27100,1.27123,1.27084,1.27108,174
2025-09-05 11:40:00,1.27108,1.27131,1.27092,1.27116,187
2025-09-05 11:41:00,1.27116,1.27139,1.27100,1.27124,162
2025-09-05 11:42:00,1.27124,1.27147,1.27108,1.27132,181
2025-09-05 11:43:00,1.27132,1.27155,1.27116,1.27140,176
2025-09-05 11:44:00,1.27140,1.27163,1.27124,1.27148,158
2025-09-05 11:45:00,1.27148,1.27171,1.27132,1.27156,194
2025-09-05 11:46:00,1.27156,1.27179,1.27140,1.27164,183
2025-09-05 11:47:00,1.27164,1.27187,1.27148,1.27172,190
2025-09-05 11:48:00,1.27172,1.27195,1.27156,1.27180,168
2025-09-05 11:49:00,1.27180,1.27203,1.27164,1.27188,175
2025-09-05 11:50:00,1.27188,1.27211,1.27172,1.27196,196
2025-09-05 11:51:00,1.27196,1.27219,1.27180,1.27204,171
2025-09-05 11:52:00,1.27204,1.27227,1.27188,1.27212,188
2025-09-05 11:53:00,1.27212,1.27235,1.27196,1.27220,164
2025-09-05 11:54:00,1.27220,1.27243,1.27204,1.27228,179
2025-09-05 11:55:00,1.27228,1.27251,1.27212,1.27236,193
2025-09-05 11:56:00,1.27236,1.27259,1.27220,1.27244,157
2025-09-05 11:57:00,1.27244,1.27267,1.27228,1.27252,185
2025-09-05 11:58:00,1.27252,1.27275,1.27236,1.27260,200
2025-09-05 11:59:00,1.27260,1.27283,1.27244,1.27268,166
2025-09-05 12:00:00,1.27268,1.27291,1.27252,1.27276,191
2025-09-05 12:01:00,1.27276,1.27299,1.27260,1.27284,173
2025-09-05 12:02:00,1.27284,1.27307,1.27268,1.27292,186
2025-09-05 12:03:00,1.27292,1.27315,1.27276,1.27300,160
2025-09-05 12:04:00,1.27300,1.27323,1.27284,1.27308,182
2025-09-05 12:05:00,1.27308,1.27331,1.27292,1.27316,197
2025-09-05 12:06:00,1.27316,1.27339,1.27300,1.27324,174
2025-09-05 12:07:00,1.27324,1.27347,1.27308,1.27332,189
2025-09-05 12:08:00,1.27332,1.27355,1.27316,1.27340,156
2025-09-05 12:09:00,1.27340,1.27363,1.27324,1.27348,195
2025-09-05 12:10:00,1.27348,1.27371,1.27332,1.27356,181
2025-09-05 12:11:00,1.27356,1.27379,1.27340,1.27364,167
2025-09-05 12:12:00,1.27364,1.27387,1.27348,1.27372,184
2025-09-05 12:13:00,1.27372,1.27395,1.27356,1.27380,172
2025-09-05 12:14:00,1.27380,1.27403,1.27364,1.27388,198
2025-09-05 12:15:00,1.27388,1.27411,1.27372,1.27396,163
2025-09-05 12:16:00,1.27403,1.27403,1.27391,1.27402,141
2025-09-05 12:17:00,1.27405,1.27409,1.27382,1.27383,67
2025-09-05 12:18:00,1.27374,1.27384,1.27361,1.27381,115
2025-09-05 12:19:00,1.27381,1.27386,1.27365,1.27371,186
2025-09-05 12:20:00,1.27372,1.27374,1.27355,1.27365,131
2025-09-05 12:21:00,1.27356,1.27358,1.27337,1.27343,86
2025-09-05 12:22:00,1.27351,1.27378,1.27342,1.27368,178
2025-09-05 12:23:00,1.27372,1.27429,1.27368,1.27423,124
2025-09-05 12:24:00,1.27414,1.27414,1.27387,1.27391,163
2025-09-05 12:25:00,1.27382,1.27405,1.27377,1.27398,142
2025-09-05 12:26:00,1.27399,1.27409,1.27397,1.27406,134
2025-09-05 12:27:00,1.27399,1.27417,1.27395,1.27417,121
2025-09-05 12:28:00,1.27417,1.2744,1.27415,1.27436,123
2025-09-05 12:29:00,1.27441,1.27445,1.27411,1.27414,61
2025-09-05 12:30:00,1.27404,1.27405,1.274,1.274,121
2025-09-05 12:31:00,1.2741,1.27413,1.27394,1.27399,182
2025-09-05 12:32:00,1.27404,1.27406,1.2738,1.27381,186
2025-09-05 12:33:00,1.27378,1.27418,1.27372,1.27412,130
2025-09-05 12:34:00,1.27409,1.27416,1.27405,1.27407,73
2025-09-05 12:35:00,1.27408,1.27424,1.27405,1.27418,156
2025-09-05 12:36:00,1.27413,1.2742,1.27407,1.27415,174
2025-09-05 12:37:00,1.27406,1.27419,1.274,1.27418,192
2025-09-05 12:38:00,1.27412,1.27443,1.27403,1.2744,74
2025-09-05 12:39:00,1.2744,1.27459,1.27429,1.27452,120
2025-09-05 12:40:00,1.27448,1.27454,1.27439,1.27444,184
2025-09-05 12:41:00,1.27442,1.27448,1.27405,1.27413,136
2025-09-05 12:42:00,1.27421,1.27428,1.27413,1.27427,100
2025-09-05 12:43:00,1.27425,1.27429,1.2742,1.27427,50
2025-09-05 12:44:00,1.27435,1.27466,1.27427,1.27459,100
2025-09-05 12:45:00,1.27459,1.27474,1.27453,1.27468,81
2025-09-05 12:46:00,1.27462,1.27462,1.27439,1.27439,55
2025-09-05 12:47:00,1.27446,1.2745,1.27427,1.2744,172
2025-09-05 12:48:00,1.27437,1.27444,1.27422,1.27424,189
2025-09-05 12:49:00,1.27419,1.27419,1.27393,1.27401,66
2025-09-05 12:50:00,1.27404,1.27418,1.27395,1.27407,67
2025-09-05 12:51:00,1.27408,1.2742,1.27396,1.27412,143
2025-09-05 12:52:00,1.27416,1.27416,1.27406,1.27411,185
2025-09-05 12:53:00,1.27406,1.27411,1.27374,1.27378,80
2025-09-05 12:54:00,1.27383,1.27393,1.27369,1.27385,130
2025-09-05 12:55:00,1.2739,1.27391,1.27371,1.27381,124
2025-09-05 12:56:00,1.27372,1.27426,1.27363,1.27416,142
2025-09-05 12:57:00,1.27416,1.27439,1.27415,1.27434,86
2025-09-05 12:58:00,1.27425,1.27451,1.27411,1.27448,62
2025-09-05 12:59:00,1.27458,1.27466,1.27426,1.27438,53
2025-09-05 13:00:00,1.27439,1.27474,1.27431,1.27462,74
2025-09-05 13:01:00,1.27454,1.27455,1.27405,1.27411,95
2025-09-05 13:02:00,1.27418,1.27422,1.27412,1.2742,87
2025-09-05 13:03:00,1.27417,1.2744,1.27407,1.27433,138
2025-09-05 13:04:00,1.2743,1.27436,1.27422,1.27423,127
2025-09-05 13:05:00,1.27423,1.27441,1.27415,1.27431,101
2025-09-05 13:06:00,1.27428,1.27432,1.27399,1.27404,196
2025-09-05 13:07:00,1.27397,1.27399,1.27361,1.2737,169
2025-09-05 13:08:00,1.27361,1.27364,1.27331,1.27336,87
2025-09-05 13:09:00,1.27328,1.27333,1.27304,1.27315,110
2025-09-05 13:10:00,1.27322,1.27323,1.27312,1.27312,183
2025-09-05 13:11:00,1.27306,1.27313,1.27287,1.27293,184
2025-09-05 13:12:00,1.27284,1.27309,1.27278,1.27303,112
2025-09-05 13:13:00,1.27306,1.27314,1.27297,1.273,198
2025-09-05 13:14:00,1.27295,1.27304,1.27287,1.27303,175
2025-09-05 13:15:00,1.27296,1.27322,1.27286,1.27318,194
2025-09-05 13:16:00,1.27318,1.2732,1.27297,1.27302,130
2025-09-05 13:17:00,1.27294,1.27301,1.27263,1.27271,83
2025-09-05 13:18:00,1.27276,1.27304,1.27272,1.27299,134
2025-09-05 13:19:00,1.2729,1.27321,1.27285,1.2731,152
2025-09-05 13:20:00,1.27308,1.27319,1.27267,1.2727,163
2025-09-05 13:21:00,1.27272,1.27276,1.27261,1.27261,77
2025-09-05 13:22:00,1.27264,1.27264,1.27252,1.27255,150
2025-09-05 13:23:00,1.27264,1.27268,1.27235,1.27237,117
2025-09-05 13:24:00,1.27242,1.27243,1.27225,1.27229,150
2025-09-05 13:25:00,1.27233,1.2727,1.27233,1.27263,114
2025-09-05 13:26:00,1.2727,1.27309,1.27264,1.27303,79
2025-09-05 13:27:00,1.27308,1.27309,1.27295,1.27309,118
2025-09-05 13:28:00,1.27305,1.27328,1.27303,1.27318,58
2025-09-05 13:29:00,1.27319,1.27322,1.27298,1.27302,185
2025-09-05 13:30:00,1.27306,1.27307,1.2728,1.27291,146
2025-09-05 13:31:00,1.27294,1.27304,1.27284,1.27286,149
2025-09-05 13:32:00,1.27292,1.27334,1.27284,1.27332,117
2025-09-05 13:33:00,1.27342,1.27349,1.27337,1.27345,159
2025-09-05 13:34:00,1.27338,1.2734,1.2732,1.27321,194
2025-09-05 13:35:00,1.27329,1.27345,1.27319,1.27345,56
2025-09-05 13:36:00,1.27342,1.27349,1.27336,1.27348,82
2025-09-05 13:37:00,1.2734,1.27356,1.27337,1.27353,55
2025-09-05 13:38:00,1.27351,1.27381,1.27346,1.27377,72
2025-09-05 13:39:00,1.27375,1.27392,1.2737,1.2739,160
2025-09-05 13:40:00,1.27392,1.27398,1.27368,1.27375,71
